Word,POS,Pronunciation,Meaning
initiative,n,"ɪˈnɪʃiətɪv , ɪˈnɪʃətɪv","bước đầu, sự khởi đầu"
injure,v,in'dӡə(r),"làm tổn thương, làm hại, xúc phạm"
injured,adj,´indʒə:d,"bị tổn thương, bị xúc phạm"
injury,n,indʤəri,"sự làm tổn thương, làm hại"
ink,n,iηk,mực
inner,adj,inə,"ở trong, nội bộ"
innocent,adj,inəsnt,"vô tội, trong trắng, ngây thơ"
insect,n,insekt,"sâu bọ, côn trùng"
insert,v,insə:t,"chèn vào, lồng vào"
inside,"prep, adv, n, adj",in'said,"mặt trong, phía, phần trong"
insist,"on, v",in'sist,"cứ nhất định, cứ khăng khăng"
install,v,in'stɔ:l,"đặt (hệ thống máy móc, thiết bị"
instance,n,instəns,"thí dị, ví dụ"
instead,adv,in'sted,để thay thế
institute,n,ˈ´institju:t,"viện, học viện"
institution,n,insti'tju:ʃn,"sự thành lập, lập"
instruction,n,ɪn'strʌkʃn,"sự dạy, tài liệu cung cấp"
instrument,n,instrumənt,dụng cụ âm nhạc khí
insult,"v, n",insʌlt,"lăng mạ, xỉ nhục"
insulting,adj,in´sʌltiη,"lăng mạ, xỉ nhục"
insurance,n,in'ʃuərəns,sự bảo hiểm
intelligence,n,in'telidʒəns,"sự hiểu biết, trí thông minh"
intelligent,adj,"in,teli'dЗen∫зl","thông minh, sáng trí"
intend,v,in'tend,"ý định, có ý định"
intended,adj,in´tendid,"có ý định, có dụng ý"
intention,n,in'tenʃn,"ý định, mục đích"
interest,"n, v",ˈɪntərest,"sự thích thú, sự quan tâm, chú ý"
interested,adj,ˈɪntərest,"có thích thú, có quan tâm, có chú ý"
interesting,adj,intristiŋ,"làm thích thú, làm quan tâm, làm chú ý"
interior,"n, adj",in'teriə,"phần trong, phía trong"
internal,adj,in'tə:nl,"ở trong, bên trong, nội địa"
international,adj,intə'næʃən(ə)l,quốc tế
internet,n,"intə,net",liên mạng
interpret,v,in'tз:prit,giải thích
interpretation,n,"in,tə:pri'teiʃn",sự giải thích
interrupt,v,ɪntǝ'rʌpt,"làm gián đoạn, ngắt lời"
interruption,n,",intə'rʌp∫n","sự gián đoạn, sự ngắt lời"
interval,n,ˈɪntərvəl,"khoảng (khoãng thời gian), khoảng cách"
interview,"n, v",intəvju:,"cuộc phỏng vấn, sự gặp mặt"
into,prep,intu,"vào, vào trong"
introduce,v,intrədju:s,giới thiệu
introduction,n,¸intrə´dʌkʃən,"sự giới thiệu, lời giới thiệu"
invent,v,in'vent,"phát minh, sáng chế"
invention,n,ɪnˈvɛnʃən,"sự phát minh, sự sáng chế"
invest,v,in'vest,đầu tư
investigate,v,in'vestigeit,"điều tra, nghiên cứu"
investigation,n,in¸vesti´geiʃən,"sự điều tra, nghiên cứu"
investment,n,in'vestmənt,"sự đầu tư, vốn đầu tư"
invitation,n,",invi'teiʃn","lời mời, sự mời"
invite,v,in'vait,mời
involve,v,ɪnˈvɒlv,"bao gồm, bao hàm"
involvement,n,in'vɔlvmənt,"sự gồm, sự bao hàm"
iron,"n, v",aɪən,sắt
irritate,v,´iri¸teit,"làm phát cáu, chọc tức"
irritated,adj,iriteitid,"tức giận, cáu tiết"
irritating,adj,´iriteitiη,"làm phát cáu, chọc tức"
island,n,´ailənd,hòn đảo
issue,"n, v",ɪʃuː; also ɪsjuː,"sự phát ra, sự phát sinh"
item,n,aitəm,tin tức
itself,pron,it´self,"chính cái đó, chính điều đó, chính con vật đó"
jacket,n,dʤækit,áo vét
jam,n,dʒæm,"mứt, sự mắc kẹt, sự kẹt (máy"
jealous,adj,ʤeləs,"ghen,, ghen tị"
jeans,n,dЗeins,"quần bò, quần zin"
jelly,n,´dʒeli,thạch
jewellery,n,dʤu:əlri,"nữ trang, kim hoàn"
job,n,dʒɔb,"việc, việc làm"
join,v,ʤɔin,"gia nhập, tham gia"
joint,"adj, n",dʒɔɪnt,chung (giữa 2 người hoặc hơn)
jointly,adv,ˈdʒɔɪntli,"cùng nhau, cùng chung"
joke,"n, v",dʒouk,"trò cười, lời nói đùa"
journalist,n,´dʒə:nəlist,nhà báo
journey,n,dʤə:ni,cuộc hành trình (đường bộ)
joy,n,dʒɔɪ,"niềm vui, sự vui mừng"
judge,"n, v",dʒʌdʒ,"xét xử, phân xử"
judgement,n,dʤʌdʤmənt,sự xét xử
juice,n,ʤu:s,"nước ép (rau, củ, quả)"
jump,"v, n",dʒʌmp,nhảy
junior,"adj, n",´dʒu:niə,"trẻ hơn, ít tuổi hơn"
just,adv,dʤʌst,"đúng, vưa đủ"
justice,n,dʤʌstis,sự công bằng
justified,adj,dʒʌstɪfaɪd,"hợp lý, được chứng minh là đúng"
justify,v,´dʒʌsti¸fai,"bào chữa, biện hộ"
keen,adj,ki:n,"sắc, bén"
keep,v,ki:p,"giữ, giữ lại"
key,"n, adj",ki:,"chìa khóa, khóa, thuộc (khóa)"
keyboard,n,ki:bɔ:d,bàn phím
kick,"v, n",kick,đá
kid,n,kid,con dê non
kill,v,kil,"giết, tiêu diệt"
killing,n,´kiliη,"sự giết chóc, sự tàn sát"
kilogram,,´kiliη,"sự giết chóc, sự tàn sát"
kilogramme,,´kiliη,"sự giết chóc, sự tàn sát"
kilometre,n,´kilə¸mi:tə,Kilômet
kilometre,,´kilə¸mi:tə,Kilômet
kind,"n, adj",kaind,"loại, giống"
kindly,adv,´kaindli,"tử tế, tốt bụng"
kindness,n,kaindnis,"sự tử tế, lòng tốt"
king,n,kiɳ,"vua, quốc vương"
kiss,"v, n",kis,"hôn, cái hôn"
kitchen,n,´kitʃin,bếp
knee,n,ni:,đầu gối
knife,n,naif,con dao
knit,v,nit,"đan, thêu"
knitted,adj,nitid,"được đan, được thêu"
knitting,n,´nitiη,việc đan
knock,"v, n",nɔk,"đánh, đập"
knot,n,nɔt,cái nơ
know,v,nou,biết
knowledge,n,nɒliʤ,"sự hiểu biết, tri thức"
label,"n, v",leibl,"nhãn, mác"
laboratory,n,ˈlæbrəˌtɔri,phòng thí nghiệm
lab,n,ˈlæbrəˌtɔri,phòng thí nghiệm
labour,n,leibз,lao động
lack,"of, n, v",læk,sự thiếu
lacking,adj,lækiη,"ngu đần, ngây ngô"
lady,n,ˈleɪdi,"người yêu, vợ, quý bà, tiểu thư"
lake,n,leik,hồ
lamp,n,læmp,đèn
land,"n, v",lænd,"đất, đất canh tác, đất đai"
landscape,n,lændskeip,phong cảnh
lane,n,lein,"đường nhỏ (làng, hẻm phố)"
language,n,ˈlæŋgwɪdʒ,ngôn ngữ
large,adj,la:dʒ,"rộng, lớn, to"
largely,adv,´la:dʒli,"phong phú, ở mức độ lớn"
last,"det, , adv, n, v",lɑ:st,"lần cuối, sau cùng"
late,"adj, adv",leit,"trễ, muộn"
later,"adv, adj",leɪtə(r),chậm hơn
latest,"adj, n",leitist,"muộn nhất, chậm nhất, gần đây nhất"
latter,"adj, n",´lætə,"sau cùng, gần đây, mới đây"
laugh,"v, n",lɑ:f,cười
launch,"v, n",lɔ:ntʃ,hạ thủy (tàu)
law,n,lo:,luật
lawyer,n,"ˈlɔyər , ˈlɔɪər",luật sư
lay,v,lei,"xếp, đặt, bố trí"
layer,n,leiə,lớp
lazy,adj,leizi,lười biếng
lead,"v, n",li:d,"lãnh đạo, dẫn dắt"
leader,n,´li:də,"người lãnh đạo, lãnh tụ"
leading,adj,´li:diη,"lãnh đạo, dẫn đầu"
leaf,n,li:f,"lá cây, lá (vàng"
league,n,li:g,"liên minh, liên hoàn"
lean,v,li:n,"nghiêng, dựa, ỷ vào"
learn,v,lə:n,"học, nghiên cứu"
least,"det, pron, adv",li:st,tối thiểu
leather,n,leðə,da thuộc
leave,v,li:v,"bỏ đi, rời đi, để lại"
lecture,n,lekt∫ə(r),"bài diễn thuyết, bài thuyết trình, bài nói chuyện"
left,"adj, adv, n",left,bên trái
leg,n,´leg,"chân (người, thú, bà(n)"
legal,adj,ˈligəl,hợp pháp
legally,adv,li:gзlizm,hợp pháp
lemon,n,´lemən,quả chanh
lend,v,lend,"cho vay, cho mượn"
length,n,leɳθ,"chiều dài, độ dài"
less,"det, pron, adv",les,"nhỏ bé, ít hơn"
lesson,n,lesn,bài học
let,v,lεt,"cho phép, để cho"
letter,n,letə,thư
level,"n, adj",levl,"trình độ, cấp, vị trí"
library,n,laibrəri,thư viện
licence,n,ˈlaɪsəns,"bằng, chứng chỉ, bằng cử nhân"
license,v,laisзns,"cấp chứng chỉ, cấp bằng, cho phép"
lid,n,lid,"nắp, vung (xoong, nồi"
lie,"v, n",lai,nói dối
life,n,laif,"đời, sự sống"
lift,"v, n",lift,"giơ lên, nhấc lên"
light,"n, adj, v",lait,ánh sáng
lightly,adv,´laitli,nhẹ nhàng
like,"prep, vconj",laik,giống như
likely,"adj, adv",´laikli,"có thể đúng, có thể xảy ra, có khả năng"
limit,"n, v",limit,"giới hạn, ranh giới"
limited,adj,ˈlɪmɪtɪd,"hạn chế, có giới hạn"
line,n,lain,"dây, đường, tuyến"
link,"n, v",lɪɳk,"mắt xích, mối liên lạc"
lip,n,lip,môi
liquid,"n, adj",likwid,chất lỏng
list,"n, v",list,danh sách
listen,"to, v",lisn,"nghe, lắng nghe"
literature,n,ˈlɪtərətʃər,"văn chương, văn học"
litre,n,´li:tə,lít
little,,lit(ə)l,"nhỏ, bé, chút ít"
live,"adj, adv",liv,"sống, hoạt động"
lively,adj,laivli,"sống, sinh động"
living,adj,liviŋ,"sống, đang sống"
load,"n, v",loud,"gánh nặng, vật nặng"
loan,n,ləʊn,sự vay mượn
local,adj,ləʊk(ə)l,"địa phương, bộ phận, cục bộ"
locally,adv,ˈloʊkəli,"có tính chat địa phương, cục bộ"
locate,v,loʊˈkeɪt,"xác định vị trí, định vị"
located,adj,loʊˈkeɪtid,định vị
location,n,louk´eiʃən,"vị trí, sự định vị"
lock,"v, n",lɔk,khóa
logic,n,lɔdʤik,lô gic
logical,adj,lɔdʤikəl,"hợp lý, hợp logic"
lonely,adj,´lounli,"cô đơn, bơ vơ"
long,"adj, adv",lɔɳ,"dài, xa"
look,"v, n",luk,nhìn
look after,,luk,hoan
loose,adj,lu:s,"lỏng, không chặt"
loosely,adv,´lu:sli,lỏng lẻo
lord,n,lɔrd,"Chúa, vua"
lorry,n,´lɔ:ri,xe tải
lose,v,lu:z,"mất, thua, lạc"
loss,n,"lɔs , lɒs","sự mất, sự thua"
lost,adj,lost,"thua, mất"
lot,"pron, det, , adv",lɒt,số lượng lớn
a lot,"pron, det, , adv",lɒt,số lượng lớn
loud,"adj, adv",laud,"to, inh ỏi, ầm ĩ"
loudly,adv,laudili,"ầm ĩ, inh ỏi"
love,"n, v",lʌv,"tình yêu, lòng yêu thương"
lovely,adj,ˈlʌvli,"đẹp, xinh xắn, có duyên"
lover,n,´lʌvə,"người yêu, người tình"
low,"adj, adv",lou,"thấp, bé, lùn"
loyal,adj,lɔiəl,"trung thành, trung kiên"
luck,n,lʌk,"may mắn, vận may"
lucky,adj,lʌki,"gặp may, gặp may mắn, hạnh phúc"
luggage,n,lʌgiʤ,hành lý
lump,n,lΛmp,"cục, tảng, miếng"
lunch,n,lʌntʃ,bữa ăn trưa
lung,n,lʌη,phổi
machine,n,mə'ʃi:n,"máy, máy móc"
machinery,n,mə'ʃi:nəri,"máy móc, thiết bị"
mad,adj,mæd,"điên, mất trí"
magazine,n,",mægə'zi:n",tạp chí
magic,"n, adj",mæʤik,"ma thuật, ảo thuật"
mail,"n, v",meil,"thư tư, bưu kiện"
main,adj,mein,"chính, chủ yếu, trọng yếu nhất"
mainly,adv,´meinli,"chính, chủ yếu, phần lớn"
maintain,v,mein´tein,"giữ gìn, duy trì, bảo vệ"
major,adj,ˈmeɪdʒər,"lớn, nhiều hơn, trọng đại, chủ yếu"
majority,n,mə'dʒɔriti,"phần lớn, đa số, ưu thế"
make,"v, n",meik,"làm, chế tạo"
make friends with,,meik,kết bạn với
make-up,n,´meik¸ʌp,"đồ hóa trang, son phấn"
male,"adj, n",meil,"trai, trống, đực"
mall,n,mɔ:l,búa
man,n,mæn,con người
manage,v,mæniʤ,"quản lý, trông nom, điều khiển"
management,n,mænidʒmənt,"sự quản lý, sự trông nom, sự điều khiển"
manager,n,ˈmænɪdʒər,"người quản lý, giám đốc"
manner,n,mænз,"cách, lối, kiểu"
manufacture,"v, n",",mænju'fæktʃə","sản xuất, chế tạo"
manufacturer,n,¸mæni´fæktʃərə,"người chế tạo, người sản xuất"
manufacturing,n,¸mænju´fæktʃəriη,"sự sản xuất, sự chế tạo"
many,"det, pron",meni,nhiều
map,n,mæp,bản đồ
mark,"n, v",mɑ:k,"dấu, nhãn, nhãn mác"
market,n,mɑ:kit,"chợ, thị trường"
marketing,n,mα:kitiη,ma-kết-tinh
marriage,n,ˈmærɪdʒ,"sự cưới xin, sự kết hôn, lễ cưới"
married,adj,´mærid,"cưới, kết hôn"
marry,v,mæri,"cưới (vợ), lấy (chồng)"
mass,"n, adj",mæs,"khối, khối lượng"
massive,adj,mæsiv,"to lớn, đồ sộ"
master,n,mɑ:stə,"chủ, chủ nhân, thầy giáo, thạc sĩ"
match,"n, v",mætʃ,"trận thi đấu, đối thủ, địch thủ"
matching,adj,´mætʃiη,"tính địch thù, thi đấu"
mate,"n, v",meit,"bạn, bạn nghề"
material,"n, adj",mə´tiəriəl,nguyên vật liệu
mathematics,n,",mæθi'mætiks","toán học, môn toán"
also maths,n,",mæθi'mætiks","toán học, môn toán"
matter,"n, v",mætə,"chất, vật chất"
maximum,"adj, n",´mæksiməm,"cực độ, tối đa"
may,"v, modal",mei,"có thể, có lẽ"
May,n,mei,tháng 5
maybe,adv,´mei¸bi:,"có thể, có lẽ"
mayor,n,mɛə,thị trưởng
meal,n,mi:l,bữa ăn
mean,v,mi:n,"nghĩa, có nghĩa là"
meaning,n,mi:niɳ,"ý, ý nghĩa"
means,n,mi:nz,"của cải, tài sản, phương tiện"
meanwhile,adv,miː(n)waɪl,"trong lúc đó, trong lúc ấy"
measure,"v, n",meʤə,"đo, đo lường"
measurement,n,məʤəmənt,"sự đo lường, phép đo"
meat,n,mi:t,thịt
media,n,´mi:diə,phương tiện truyền thông đại chúng
medical,adj,medikə,(thuộc) y học
medicine,n,medisn,"y học, y khoa"
medium,"adj, n",mi:djəm,"trung bình, trung, vưa"
meet,v,mi:t,"gặp, gặp gỡ"
meeting,n,mi:tiɳ,"cuộc mít tinh, cuộc biểu tình"
melt,v,mɛlt,"tan ra, chảy ra"
member,n,membə,"thành viên, hội viên"
membership,n,membəʃip,"tư cách hội viên, địa vị hội viên"
memory,n,meməri,"bộ nhớ, trí nhớ, kỉ niệm"
mental,adj,mentl,"(thuộc) trí tuệ, trí óc"
mentally,adv,´mentəli,về mặt tinh thần
mention,v,menʃn,"kể ra, nói đến, đề cập"
menu,n,menju,thực đơn
mere,adj,miə,chỉ là
merely,adv,miəli,"chỉ, đơn thuần"
mess,n,mes,"tình trạng bưa bộn, tình trạng lộn xộn"
message,n,ˈmɛsɪdʒ,"tin nhắn, thư tín, điện thông báo, thông điệp"
metal,n,metl,kim loại
method,n,meθəd,"phương pháp, cách thức"
metre,n,´mi:tə,mét
mid-,combiningform,´mi:tə,tiền tố: một nửa
midday,n,´mid´dei,"trưa, buổi trưa"
middle,"n, adj",midl,"giữa, ở giữa"
midnight,n,midnait,"nửa đêm, 12h đêm"
might,"modal, v",mait,qk
mild,adj,maɪld,"nhẹ, êm dịu, ôn hòa"
mile,n,mail,dặm (đo lường)
military,adj,militəri,"(thuộc) quân đội, quân sự"
milk,n,milk,sữa
milligram,,milk,sữa
millimetre,,´mili¸græm,mi-li-gam
mind,"n, v",maid,"tâm trí, tinh thần, trí tuệ"
mineral,"n, adj","ˈmɪnərəl , ˈmɪnrəl","công nhân, thợ mỏ"
minimum,"adj, n",miniməm,tối thiểu
minister,n,´ministə,bộ trưởng
ministry,n,´ministri,bộ
minor,adj,´mainə,"nhỏ hơn, thứ yếu, không quan trọng"
minority,n,mai´nɔriti,"phần ít, thiểu số"
minute,n,minit,phút
mirror,n,ˈmɪrər,gương
miss,"v, n",mis,"lỡ, trượt"
missing,adj,´misiη,"vắng, thiếu, thất lạc"
mistake,"n, v",mis'teik,"lỗi, sai lầm, lỗi lầm"
mistaken,adj,mis´teiken,"sai lầm, hiểu lầm"
mix,"v, n",miks,"pha, trộn lẫn"
mixed,adj,mikst,"lẫn lộn, pha trộn"
mixture,n,ˈmɪkstʃər,"sự pha trộn, sự hỗn hợp"
mobile,adj,məʊbail; 'məʊbi:l,"chuyển động, di động"
model,n,ˈmɒdl,"mẫu, kiểu mẫu"
modern,adj,mɔdən,"hiện đại, tân tiến"
moment,n,məum(ə)nt,"chốc, lát"
money,n,mʌni,tiền
monitor,"n, v",mɔnitə,"lớp trưởng, màn hình máy tính"
month,n,mʌnθ,tháng
mood,n,mu:d,"lối, thức, điệu, tâm trạng, tính khí"
moon,n,mu:n,mặt trăng
moral,adj,"ˈmɔrəl , ˈmɒrəl","(thuộc) đạo đức, luân lý, phẩm hạnh"
morally,adv,"ˈmɔrəl , ˈmɒrəl",có đạo đức
more,"det, pron, adv",mɔ:,"hơn, nhiều hơn"
moreover,adv,mɔ:´rouvə,"hơn nữa, ngoài ra, vả lại"
morning,n,mɔ:niɳ,buổi sáng
most,"det, pro, n, adv",moust,"lớn nhất, nhiều nhất"
mostly,adv,´moustli,"hầu hết, chủ yếu là"
mother,n,mΔðз,mẹ
motion,n,´mouʃən,"sự chuyển động, sụ di động"
motor,n,´moutə,động cơ mô tô
motorcycle,n,"moutə,saikl",xe mô tô
mount,"v, n",maunt,"leo, trèo"
mountain,n,ˈmaʊntən,núi
mouse,n,maus - mauz,chuột
mouth,n,mauθ - mauð,miệng
move,"v, n",mu:v,"di chuyển, chuyển động"
movement,n,mu:vmənt,"sự chuyển động, sự hoạt động"
movie,n,´mu:vi,phim xi nê
movie theater,n,´mu:vi,rạp chiếu phim
moving,adj,mu:viɳ,"động, hoạt động"
Mrs,,mu:viɳ,Cô
much,"det, pron, adv",mʌtʃ,"nhiều, lắm"
mud,n,mʌd,bùn
multiply,v,mʌltiplai,"nhân lên, làm tăng lên nhiều lần"
mum,n,mʌm,mẹ
murder,"n, v",mə:də,"tội giết người, tội ám sát"
muscle,n,mʌsl,"cơ, bắp thịt"
museum,n,mju:´ziəm,bảo tàng
music,n,mju:zik,"nhạc, âm nhạc"
musical,adj,ˈmyuzɪkəl,"(thuộc) nhạc, âm nhạc"
musician,n,mju:'ziʃn,nhạc sĩ
must,"v, modal",mʌst,"phải, cần, nên làm"
myself,pron,mai'self,"tự tôi, chính tôi"
mysterious,adj,mis'tiəriəs,"thần bí, huyền bí, khó hiểu"
mystery,n,mistəri,"điều huyền bí, điều thần bí"
nail,n,neil,"móng (tay, chân) móng vuốt"
naked,adj,neikid,"trần, khỏa thân, trơ trụi"
name,"n, v",neim,tên
narrow,adj,nærou,"hẹp, chật hẹp"
nation,n,nei∫n,"dân tộc, quốc gia"
national,adj,næʃən(ə)l,"(thuộc) quốc gia, dân tộc"
natural,adj,nætʃrəl,"(thuộc) tự nhiên, thiên nhiên"
naturally,adv,næt∫rəli,"vốn, tự nhiên, đương nhiên"
nature,n,neitʃə,"tự nhiên, thiên nhiên"
navy,n,neivi,hải quân
near,"adj, adv, prep",niə,"gần, cận"
nearby,"adj, adv",´niə¸bai,gần
nearly,adv,´niəli,"gần, sắp, suýt"
neat,adj,ni:t,"sạch, ngăn nắp"
neatly,adv,ni:tli,"gọn gàng, ngăn nắp"
necessarily,adv,´nesisərili,"tất yếu, nhất thiết"
necessary,adj,nesəseri,"cần, cần thiết, thiết yếu"
neck,n,nek,cổ
need,"v, modal verb, n",ni:d,"cần, đòi hỏi"
needle,n,´ni:dl,"cái kim, mũi nhọn"
negative,adj,´negətiv,phủ định
neighbour,n,neibə,hàng xóm
neighbourhood,n,´neibəhud,"hàng xóm, làng giềng"
nephew,n,´nevju:,"cháu trai (con anh, chị, em)"
nerve,n,nɜrv,"khí lực, thần kinh, can đảm"
nervous,adj,ˈnɜrvəs,"hoảng sợ, dễ bị kích thích, hay lo lắng"
nervously,adv,nз:vзstli,"bồn chồn, lo lắng"
nest,"n, v",nest,"tổ, ổ"
net,n,net,"lưới, mạng"
network,n,netwə:k,"mạng lưới, hệ thống"
never,adv,nevə,"không bao giờ, không khi nào"
nevertheless,adv,",nevəðə'les","tuy nhiên, tuy thế mà"
new,adj,nju:,"mới, mới mẻ, mới lạ"
newly,adv,´nju:li,mới
news,n,nju:z,"tin, tin tức"
newspaper,n,nju:zpeipə,báo
next,"adj, adv, n",nekst,"sát, gần, bên cạnh"
nice,adj,nais,"đẹp, thú vị, dễ chịu"
nicely,adv,´naisli,"thú vị, dễ chịu"
niece,n,ni:s,cháu gái
night,n,nait,"đêm, tối"
noise,n,nɔiz,"tiếng ồn, sự huyên náo"
noisily,adv,´nɔizili,"ồn ào, huyên náo"
noisy,adj,´nɔizi,"ồn ào, huyên náo"
non-,prefix,´nɔizi,không
none,"n, pro",nʌn,"không ai, không người, vật gì"
nonsense,n,´nɔnsəns,"lời nói vô lý, vô nghĩa"
nor,"adv, conj",no:,cũng không
normal,"adj, n",nɔ:məl,"thường, bình thường"
normally,adv,no:mзli,"thông thường, như thường lệ"
north,"n, adj, adv",nɔ:θ,"phía bắc, phương bắc"
northern,adj,nɔ:ðən,Bắc
nose,n,nouz,mũi
not,adv,nɔt,không
note,"n, v",nout,"lời ghi, lời ghi chép"
notice,"n, v",nəƱtis,"thông báo, yết thị"
noticeable,adj,ˈnoʊtɪsəbəl,"đáng chú ý, đáng để ý"
novel,n,ˈnɒvəl,"tiểu thuyết, truyện"
now,adv,nau,"bây giờ, hiện giờ, hiện nay"
nowhere,adv,´nou¸wɛə,"không nơi nào, không ở đâu"
nuclear,adj,nju:kliз,(thuộc) hạt nhân
nurse,n,nə:s,y tá
nut,n,nʌt,quả hạch
o clock,adv,klɔk,đúng giờ
obey,v,o'bei,"vâng lời, tuân theo, tuân lệnh"
object,"n, v",(n) ˈɒbdʒɛkt ; (v) əbˈdʒɛkt,"vật, vật thể, đối tượng"
objective,"n, adj",əb´dʒektiv,"mục tiêu, mục đích"
observation,n,obzə:'vei∫(ə)n,"sự quan sát, sự theo dõi"
observe,v,əbˈzə:v,"quan sát, theo dõi"
obtain,v,əb'tein,"đạt được, giành được"
obvious,adj,ɒbviəs,"rõ ràng, rành mạch, hiển nhiên"
obviously,adv,ɔbviəsli,"một cách rõ ràng, có thể thấy được"
occasion,n,əˈkeɪʒən,"dịp, cơ hội"
occasionally,adv,з'keiЗnзli,"thỉnh thoảng, đôi khi"
occupied,adj,ɔkjupaid,"đang sử dụng, đầy (người)"
occupy,v,ɔkjupai,"giữ, chiếm lĩnh, chiếm giữ"
occur,v,ə'kə:,"xảy ra, xảy đến, xuất hiện"
ocean,n,əuʃ(ə)n,đại dương
odd,adj,ɔd,"kỳ quặc, kỳ cục, lẻ (số)"
oddly,adv,´ɔdli,"kỳ quặc, kỳ cục, lẻ (số)"
off,"adv, prep",ɔ:f,tắt
offence,n,ə'fens,"sự vi phạm, sự phạm tội"
offend,v,ə´fend,"xúc phạm, làm bực mình, làm khó chịu"
offensive,"n, adj",ə´fensiv,"sự tấn công, cuộc tấn công, sỉ nhục"
offer,"v, n",´ɔfə,"biếu, tặng, cho"
office,n,ɔfis,"cơ quấn, văn phòng, bộ"
officer,n,´ɔfisə,"viên chức, cảnh sát, sĩ quấn"
official,"adj, n",ə'fiʃəl,"(thuộc) chính quyền, văn phòng"
officially,adv,ə'fi∫əli,"một cách trịnh trọng, một cách chính thức"
often,adv,ɔ:fn,"thường, hay, luôn"
oil,n,ɔɪl,dầu
old,adj,ould,già
old-fashioned,adj,ould,lỗi thời
once,"adv, conj",wʌns,một lần
one number,"det, pron",wʌn,một
onion,n,ˈʌnjən,củ hành
only,"adj, adv",ounli,"chỉ có 1, duy nhất"
onto,prep,´ɔntu,"về phía trên, lên trên"
open,"adj, v",oupən,"mở, ngỏ"
opening,n,´oupniη,"khe hở, lỗ"
openly,adv,´oupənli,"công khai, thẳng thắn"
operate,v,ɔpəreit,"hoạt động, điều khiển"
operation,n,",ɔpə'reiʃn","sự hoạt động, quá trình hoạt động"
opinion,n,ə'pinjən,"ý kiến, quan điểm"
opponent,n,əpəʊ.nənt,"địch thủ, đối thủ, kẻ thù"
opportunity,n,"ˌɒpərˈtunɪti , ˌɒpərˈtyunɪti","cơ hội, thời cơ"
oppose,v,əˈpoʊz,"đối kháng, đối chọi, đối lập"
opposed to,,ə´pouzd,"chống lại, phản đối"
opposing,adj,з'pouziη,"tính đối kháng, đối chọi"
opposite,"adj, adv, nprep",ɔpəzit,"đối nhau, ngược nhau"
opposition,n,¸ɔpə´ziʃən,"sự đối lập, sự đối nhau"
option,n,ɔpʃn,sự lựa chọn
orange,"n, adj",ɒrɪndʒ,quả cam
order,"n, v",ɔ:də,"thứ, bậc"
ordinary,adj,o:dinəri,"thường, thông thường"
organ,n,ɔ:gən,đàn óoc gan
organization,n,",ɔ:gənai'zeiʃn","tổ chức, cơ quan"
organize,v,´ɔ:gə¸naiz,"tổ chức, thiết lập"
organized,adj,o:gзnaizd,"có trật tự, ngăn nắp, được sắp xếp, được tổ chức"
origin,n,ɔridӡin,"gốc, nguồn gốc, căn nguyên"
original,"adj, n",ə'ridʒənl,"(thuộc) gốc, nguồn gốc, căn nguyên"
originally,adv,ə'ridʒnəli,"một cách sáng tạo, mới mẻ, độc đáo"
other,"adj, pron",ˈʌðər,khác
otherwise,adv,´ʌðə¸waiz,"khác, cách khác"
ought to,"v, modal",ɔ:t,"phải, nên, hẳn là"
ourselves,pron,´awə´selvz,"bản thân chúng ta, bản thân chúng tôi, bản thân chúng mình"
out,"of, adv, prep",aut,"ngoài, ở ngoài, ra ngoài"
outdoor,adj,autdɔ:,"ngoài trời, ở ngoài"
outdoors,adv,¸aut´dɔ:z,"ở ngoài trời, ở ngoài nhà"
outer,adj,¸aut´dɔ:z,"ở phía ngoài, ở xa hơn"
outline,"v, n",´aut¸lain,"vẽ, phác tảo"
output,n,autput,sự sản xuất
outside,"n, adj, prep, adv",aut'said,"bề ngoài, bên ngoài"
outstanding,adj,¸aut´stændiη,"nổi bật, đáng chú ý"
oven,n,ʌvn,lò (nướng)
over,"adv, prep",ouvə,"bên trên, vượt qua"
overall,"adj, adv",(adv) ˈoʊvərˈɔl,"toàn bộ, toàn thể"
overcome,v,ˌoʊvərˈkʌm,"thắng, chiến thắng, khắc phục, đánh bại (khó khăn)"
owe,v,ou,"nợ, hàm ơn"
own,"adj, pron, v",oun,"của chính mình, tự mình"
owner,n,´ounə,"người chủ, chủ nhân"
pace,n,peis,"bước chân, bước"
pack,"v, n",pæk,"gói, bọc"
package,"n, v",pæk.ɪdʒ,"gói đồ, bưu kiện"
packaging,n,"""pækidzŋ",bao bì
packet,n,pækit,gói nhỏ
page,n,peidʒ,trang (sách)
pain,n,pein,"sự đau đớn, sự đau khổ"
painful,adj,peinful,"đau đớn, đau khổ"
paint,"n, v",peint,"sơn, vôi màu"
painter,n,peintə,họa sĩ
painting,n,peintiɳ,sự sơn
pair,n,pɛə,"đôi, cặp"
palace,n,ˈpælɪs,"cung điện, lâu đài"
pale,adj,peil,"taí, nhợt"
pan,n,pæn - pɑ:n,"xoong, chảo"
panel,n,pænl,"ván ô (cửa, tường), pa nô"
pants,n,pænts,"quần lót, quần đùi dài"
paper,n,´peipə,giấy
parallel,adj,pærəlel,"song song, tương đương"
parent,n,peərənt,"cha, mẹ"
park,"n, v",pa:k,"công viên, vườn hoa"
parliament,n,pɑ:ləmənt,"nghi viện, quốc hội"
part,n,pa:t,"phần, bộ phận"
