id,Word,POS,Pronunciation,Meaning,Syllables,Root_Word,Count
2956,shine,v,ʃain,"chiếu sáng, tỏa sáng",1,shine,5
2957,shiny,adj,∫aini,"sáng chói, bóng",2,shiny,5
2958,ship,n,ʃɪp,"tàu, tàu thủy",1,ship,4
2959,shirt,n,ʃɜːt,áo sơ mi,1,shirt,5
2960,shock,n,Sok,"sự đụng chạm, va chạm, sự kích động, sự choáng",0,shock,5
2961,shock,v,Sok,"chạm mạnh, va mạnh, gây sốc",0,shock,5
2962,shocked,adj,Sok,"bị kích động, bị va chạm, bị sốc",0,shock,7
2963,shocking,adj,´ʃɔkiη,"gây ra căm phẫn, tồi tệ, gây kích động",2,shocking,8
2964,shoe,n,ʃu:,giày,1,shoe,4
2965,shoot,v,ʃut,"vụt qua, chạy qua, ném, phóng, bắn",1,shoot,5
2966,shooting,n,∫u:tiη,"sự bắn, sự phóng đi",2,shoot,8
2967,shop,n,ʃɔp,cửa hàng,1,shop,4
2968,shop,v,ʃɔp,"đi mua hàng, đi chợ",1,shop,4
2969,shopping,n,ʃɔpiɳ,sự mua sắm,2,shop,8
2970,short,adj,ʃɔ:t,"ngắn, cụt",1,short,5
2971,shortly,adv,´ʃɔ:tli,"trong thời gian ngắn, sớm",2,shortly,7
2972,shot,n,ʃɔt,"đạn, viên đạn",1,shoot,4
2973,should,"v, modal","ʃud, ʃəd, ʃd",nên,2,should,6
2974,shoulder,n,ʃouldə,vai,2,shoulder,8
2975,shout,v,ʃaʊt,"hò hét, reo hò",1,shout,5
2976,shout,n,ʃaʊt,"sự la hét, sự hò reo",1,shout,5
2977,show,v,ʃou,"biểu diễn, trưng bày",1,show,4
2978,show,n,ʃou,sự biểu diễn sự bày tỏ,1,show,4
2979,shower,n,´ʃouə,"vòi hoa sen, sự tắm vòi hoa sen",2,shower,6
2980,shut,v,ʃʌt,"đóng, khép, đậy",1,shut,4
2981,shut,adj,ʃʌt,tính khép kín,1,shut,4
2982,shy,adj,ʃaɪ,"nhút nhát, e thẹn",1,shy,3
2983,sick,adj,sick,"ốm, đau, bệnh",1,sick,4
2984,side,n,said,"mặt, mặt phẳng",1,side,4
2985,side,n,sait,"chỗ, vị trí",1,side,4
2986,sideways,adj,´saidwə:dz,"ngang, từ một bên",2,sideways,8
2987,sideways,adv,´saidwə:dz,sang bên,2,sideways,8
2988,sight,n,sait,cảnh đẹp,1,sight,5
2989,sign,n,sain,"dấu, dấu hiệu, kí hiệu",1,sign,4
2990,sign,v,sain,"đánh dấu, viết ký hiệu",1,sign,4
2991,signal,n,signəl,"dấu hiệu, tín hiệu",2,signal,6
2992,signal,v,signəl,"ra hiệu, báo hiệu",2,signal,6
2993,signature,n,"ˈsɪgnətʃər , ˈsɪgnəˌtʃʊər",chữ ký,6,signature,9
2994,significant,adj,sɪgˈnɪfɪkənt,"nhiều ý nghĩa, quan trọng",4,significant,11
2995,significantly,adv,sig'nifikəntli,đáng kể,5,significantly,13
2996,silence,n,ˈsaɪləns,"sự im lặng, sự yên tĩnh",2,silence,7
2997,silent,adj,ˈsaɪlənt,"im lặng, yên tĩnh",2,silent,6
2998,silk,n,silk,"tơ, chỉ, lụa",1,silk,4
2999,silly,adj,´sili,"ngớ ngẩn, ngu ngốc, khờ dại",2,silly,5
3000,silver,n,silvə,"bạc, đồng bạc",2,silver,6
3001,silver,adj,silvə,"làm bằng bạc, trắng như bạc",2,silver,6
3002,similar,adj,´similə,"giống như, tương tự như",3,similar,7
3003,similarly,adv,´similəli,"tương tự, giống nhau",4,similarly,9
3004,simple,adj,simpl,"đơn, đơn giản, dễ dàng",2,simple,6
3005,simply,adv,´simpli,"một cách dễ dàng, giản dị",2,simply,6
3006,since,"prep, conj, adv",sins,"từ, từ khi, từ lúc đó",1,since,5
3007,sincere,adj,sin´siə,"thật thà, thẳng thắng, chân thành",3,sincere,7
3008,sincerely,adv,sin'siəli,một cách chân thành,4,sincerely,9
3009,sing,v,siɳ,"hát, ca hát",1,sing,4
3010,singer,n,´siηə,ca sĩ,2,singer,6
3011,singing,n,´siηiη,"sự hát, tiếng hát",2,sing,7
3012,single,adj,siɳgl,"đơn, đơn độc, đơn lẻ",2,single,6
3013,sink,v,sɪŋk,"chìm, lún, đắm",1,sink,4
3014,sir,n,sə:,"xưng hô lịch sự Ngài, Ông",1,sir,3
3015,sister,n,sistə,"chị, em gái",2,sister,6
3016,sit,v,sit,ngồi,1,sit,3
3017,situation,n,",sit∫u'ei∫n","hoàn cảnh, địa thế, vị trí",4,situation,9
3018,size,n,saiz,"cỡ, đã được định cỡ",1,size,4
3019,skilful,adj,´skilful,"tài giỏi, khéo tay",2,skilful,7
3020,skilfully,adv,´skilfulli,"tài giỏi, khéo tay",3,skilfully,9
3021,skill,n,skil,"kỹ năng, kỹ sảo",1,skill,5
3022,skilled,adj,skild,"có kỹ năng, có kỹ sảo, khẻo tay",1,skilled,7
3023,skin,n,skin,"da, vỏ",1,skin,4
3024,skirt,n,skɜːrt,"váy, đầm",1,skirt,5
3025,sky,n,skaɪ,"trời, bầu trời",1,sky,3
3026,sleep,v,sli:p,ngủ,1,sleep,5
3027,sleep,n,sli:p,giấc ngủ,1,sleep,5
3028,sleeve,n,sli:v,"tay áo, ống tay",1,sleeve,6
3029,slice,n,slais,"miếng, lát mỏng",1,slice,5
3030,slice,v,slais,"cắt ra thành miếng mỏng, lát mỏng",1,slice,5
3031,slide,v,slaid,"trượtc, chuyển động nhẹ, lướt qua",1,slide,5
3032,slight,adj,slait,"mỏng manh, thon, gầy",1,slight,6
3033,slightly,adv,slaitli,"mảnh khảnh, mỏng manh, yếu ớt",2,slightly,8
3034,slip,v,slip,"trượt, tuột, trôi qua, chạy qua",1,slip,4
3035,slope,n,sloup,"dốc, đường dốc, độ dốc",1,slope,5
3036,slope,v,sloup,"nghiêng, dốc",1,slope,5
3037,slow,adj,slou,"chậm, chậm chạp",1,slow,4
3038,slowly,adv,slouli,"một cách chậm chạp, chậm dần",2,slowly,6
3039,small,adj,smɔ:l,"nhỏ, bé",1,small,5
3040,smart,adj,sma:t,"mạnh, ác liệt, khéo léo, khôn khéo",0,smart,5
3041,smash,v,smæʃ,"đập, vỡ tan thành mảnh",1,smash,5
3042,smash,n,smæʃ,"sự đập, vỡ tàn thành mảnh",1,smash,5
3043,smell,v,smɛl,ngửi,0,smell,5
3044,smell,n,smɛl,"sự ngửi, khứu giác",0,smell,5
3045,smile,v,smail,"cười, mỉm cười",1,smile,5
3046,smile,n,smail,"nụ cười, vẻ tươi cười",1,smile,5
3047,smoke,n,smouk,"khói, hơi thuốc",1,smoke,5
3048,smoke,v,smouk,"hút thuốc, bốc khói, hơi",1,smoke,5
3049,smoking,n,smoukiη,sự hút thuốc,2,smoke,7
3050,smooth,adj,smu:ð,"nhẵn, trơn, mượt mà",1,smooth,6
3051,smoothly,adv,smu:ðli,"một cách êm ả, trôi chảy",2,smoothly,8
3052,snake,n,sneik,con rắn,2,snake,5
3053,snow,n,snou,tuyết,1,snow,4
3054,snow,v,snou,tuyết rơi,1,snow,4
3055,soap,n,soup,xà phòng,1,soap,4
3056,social,adj,sou∫l,có tính xã hội,1,social,6
3057,socially,adv,´souʃəli,có tính xã hội,3,socially,8
3058,society,n,sə'saiəti,xã hội,4,society,7
3059,sock,n,sɔk,"tất ngắn, miếng lót giày",1,sock,4
3060,soft,adj,sɔft,"mềm, dẻo",1,soft,4
3061,softly,adv,sɔftli,một cách mềm dẻo,2,softly,6
3062,software,n,sɔfweз,phần mềm máy tính,2,software,8
3063,soil,n,sɔɪl,đất trồng,2,soil,4
3064,soldier,n,souldʤə,"lính, quân nhân",2,soldier,7
3065,solid,adj,sɔlid,rắn,2,solid,5
3066,solid,n,sɔlid,"thể rắn, chất rắn",2,solid,5
3067,solution,n,sə'lu:ʃn,"sự giải quyết, giải pháp",3,solution,8
3068,solve,v,sɔlv,"giải, giải thích, giải quyết",1,solve,5
3069,somebody,pron,sʌmbədi,người nào đó,3,somebody,8
3070,somehow,adv,´sʌm¸hau,"không biết làm sao, bằng cách này hay cách khác",2,somehow,7
3071,sometimes,adv,´sʌm¸taimz,"thỉnh thoảng, đôi khi",2,sometimes,9
3072,somewhat,adv,´sʌm¸wɔt,"đến mức độ nào đó, hơi, một chút",2,somewhat,8
3073,somewhere,adv,sʌmweə,nơi nào đó đâu đó,2,somewhere,9
3074,son,n,sʌn,con trai,1,son,3
3075,song,n,sɔɳ,bài hát,1,song,4
3076,soon,adv,su:n,"sớm, chẳng bao lâu nữa",1,soon,4
3077,sore,adj,"sɔr , soʊr","đau, nhức",2,sore,4
3078,sorry,adj,sɔri,"xin lỗi, lấy làm tiếc, lấy làm buồn",2,sorry,5
3079,sort,n,sɔ:t,"thứ, hạng loại",1,sort,4
3080,sort,v,sɔ:t,"lựa chọn, sắp xếp, phân loại",1,sort,4
3081,soul,n,soʊl,"tâm hồn, tâm trí, linh hồn",1,soul,4
3082,sound,n,sound,âm thanh,1,sound,5
3083,sound,v,sound,nghe,1,sound,5
3084,soup,n,su:p,"xúp, canh, cháo",1,soup,4
3085,sour,adj,sauə,"chua, có vị giấm",2,sour,4
3086,source,n,sɔ:s,nguồn,1,source,6
3087,south,n,sauθ,"phương Nam, hướng Nam",1,south,5
3088,south,adj,sauθ,ở phía Nam,1,south,5
3089,south,adv,sauθ,hướng về phía Nam,1,south,5
3090,southern,adj,´sʌðən,thuộc phương Nam,2,southern,8
3091,space,n,speis,"khoảng trống, khoảng cách, không gian",2,space,5
3092,spare,adj,speə,"thưa thãi, dự trữ, rộng rãi",1,spare,5
3093,spare,n,speə,"đồ dự trữ, đồ dự phòng",1,spare,5
3094,speak,v,spi:k,nói,1,speak,5
3095,speaker,n,ˈspikər,"người nói, người diễn thuyết",2,speaker,7
3096,special,adj,speʃəl,"đặc biệt, riêng biệt",2,special,7
3097,specialist,n,spesʃlist,"chuyên gia, chuyên viên",2,specialist,10
3098,specially,adv,´speʃəli,"đặc biệt, riêng biệt",3,specially,9
3099,specific,adj,spi'sifik,"đặc trưng, riêng biệt",3,specific,8
3100,specifically,adv,spi'sifikəli,"đặc trưng, riêng biệt",5,specifically,12
3101,speech,n,spi:tʃ,"sự nói, khả năng nói, lời nói, cách nói, bài nói",1,speech,6
3102,speed,n,spi:d,"tốc độ, vận tốc",1,speed,5
3103,spell,v,spel,đánh vần,1,spell,5
3104,spell,n,spel,"sự thu hút, sự quyến rũ say mê",1,spell,5
3105,spelling,n,´speliη,sự viết chính tả,2,spell,8
3106,spend,v,spɛnd,"tiêu, xài",0,spend,5
3107,spice,n,spais,gia vị,1,spice,5
3108,spicy,adj,´spaisi,có gia vị,2,spicy,5
3109,spider,n,´spaidə,con nhện,2,spider,6
3110,spin,v,spin,"quay, quay tròn",1,spin,4
3111,spirit,n,ˈspɪrɪt,"tinh thần, tâm hồn, linh hồn",2,spirit,6
3112,spiritual,adj,spiritjuəl,"(thuộc) tinh thần, linh hồn",4,spiritual,9
3113,spite,n,spait,"sự giận, sự hận thù",1,spite,5
3114,split,v,split,"chẻ, tách, chia ra",1,split,5
3115,split,n,split,"sự chẻ, sự tách sự chia ra",1,split,5
3116,spoil,v,spɔil,"cướp, cướp đọat",2,spoil,5
3117,spoken,adj,spoukn,nói theo 1 cách nào đó,2,speak,6
3118,spoon,n,spu:n,cái thìa,1,spoon,5
3119,sport,n,spɔ:t,thể thao,1,sport,5
3120,spot,n,spɔt,"dấu, đốm, vết",1,spot,4
3121,spray,n,spreɪ,"máy, ống, bình phụt, bơm, phun",1,spray,5
3122,spray,v,spreɪ,"bơm, phun, xịt",1,spray,5
3123,spread,v,spred,"trải, căng ra, bày ra",1,spread,6
3124,spring,n,sprɪŋ,mùa xuân,1,spring,6
3125,square,adj,skweə,"vuông, vuông vắn",1,square,6
3126,square,n,skweə,"dạng hình vuông, hình vuông",1,square,6
3127,squeeze,v,skwi:z,"ép, vắt, xiết",1,squeeze,7
3128,squeeze,n,skwi:z,"sự ép, sự vắt, sự xiết",1,squeeze,7
3129,stable,adj,steibl,"ổn định, bình tĩnh, vững vàng",3,stable,6
3130,stable,n,steibl,chuồng ngựa,3,stable,6
3131,staff,n,sta:f,gậy,0,staff,5
3132,stage,n,steɪdʒ,"tầng, bệ, sân khấu, giai đoạn",1,stage,5
3133,stair,n,steə,bậc thang,1,stair,5
3134,stamp,n,stæmp,tem,1,stamp,5
3135,stamp,v,stæmp,dán tem,1,stamp,5
3136,stand,"v, n",stænd,"đứng, sự đứng",1,stand,5
3137,standard,n,stændəd,"tiêu chuẩn, chuẩn, mãu",2,standard,8
3138,standard,adj,stændəd,"làm tiêu chuẩn, phù hợp với tiêu chuẩn",2,standard,8
3139,star,"n, v",stɑ:,"ngôi sao, dán sao, trang trí hình sao, đánh dấu sao",1,star,4
3140,stare,v,steə(r),nhìm chằm chằm,1,stare,5
3141,stare,n,steə(r),sự nhìn chằm chằm,1,stare,5
3142,start,v,stɑ:t,"bắt đầu, khởi động",1,start,5
3143,start,n,stɑ:t,"sự bắt đầu, s khởi đầu, khởi hành",1,start,5
3144,state,"n, adj, v",steit,nước,2,state,5
3145,statement,n,steitmənt,"sự bày tỏ, sự phát biểu",3,statement,9
3146,station,n,steiʃn,"trạm, điểm, đồn",3,station,7
3147,statue,n,stæt∫u:,tượng,2,statue,6
3148,status,n,"ˈsteɪtəs , ˈstætəs",tình trạng,4,status,6
3149,stay,v,stei,"ở lại, lưu lại",2,stay,4
3150,stay,n,stei,"sự ở lại, sự lưu lại",2,stay,4
3151,steadily,adv,stedili,"vững chắc, vững vàng, kiên định",3,steadily,8
3152,steady,adj,stedi,"vững chắc, vững vàng, kiến định",2,steady,6
3153,steal,v,sti:l,"ăn cắp, ăn trộm",1,steal,5
3154,steam,n,stim,hơi nước,1,steam,5
3155,steel,n,sti:l,"thép, ngành thép",1,steel,5
3156,steep,adj,sti:p,"dốc, dốc đứng",1,steep,5
3157,steeply,adv,sti:pli,"dốc, cheo leo",2,steeply,7
3158,steer,v,stiə,"lái tàu, ô tô",2,steer,5
3159,step,n,step,bước,1,step,4
3160,step,v,step,"bước, bước đi",1,step,4
3161,stick,v,stick,"đâm, thọc, chọc, cắm, dính",1,stick,5
3162,stick,n,stick,"cái gậy, qua củi, cán",1,stick,5
3163,sticky,adj,stiki,dính,2,sticky,6
3164,stiff,adj,stif,"cứng, cứng rắn, kiên quyết",1,stiff,5
3165,stiffly,adv,stifli,"cứng, cứng rắn, kiên quyết",2,stiffly,7
3166,still,adv,stil,đứng yên,1,still,5
3167,still,adj,stil,"vẫn, vẫn còn",1,still,5
3168,sting,"v, n",stiɳ,"châm, chích, đốt",1,sting,5
3169,stir,v,stə:,"khuấy, đảo",1,stir,4
3170,stock,n,stə:,"kho sự trữ, hàng dự trữ, vốn",1,stock,5
3171,stomach,n,ˈstʌmək,dạ dày,2,stomach,7
3172,stone,n,stoun,đá,1,stone,5
3173,stop,v,stɔp,"dừng, ngưng, nghỉ, thôi",1,stop,4
3174,stop,n,stɔp,"sự dừng, sự ngưng, sự đỗ lại",1,stop,4
3175,store,n,stɔ:,"cửa hàng, kho hàng",1,store,5
3176,store,v,stɔ:,"tích trữ, cho vào kho",1,store,5
3177,storm,n,stɔ:m,"cơn giông, b~o",1,storm,5
3178,story,n,stɔ:ri,"chuyện, câu chuyện",2,story,5
3179,stove,n,stouv,"bếp lò, lò sưởi",1,stove,5
3180,straight,"adv, adj",streɪt,"thẳng, không cong",1,straight,8
3181,strain,n,strein,"sự căng thẳng, sự căng",2,strain,6
3182,strange,adj,streindʤ,"xa lạ, chưa quen",2,strange,7
3183,strangely,adv,streindʤli,"lạ, xa lạ, chưa quen",3,strangely,9
3184,stranger,n,streinʤə,người lạ,3,strange,8
3185,strategy,n,strætəʤɪ,chiến lược,3,strategy,8
3186,stream,n,stri:m,dòng suối,1,stream,6
3187,strength,n,streɳθ,"sức mạnh, sức khỏe",1,strength,8
3188,stress,n,streɳθ,sự căng thẳng,1,stress,6
3189,stress,v,streɳθ,"căng thẳng, ép, làm căng",1,stress,6
3190,stressed,adj,strest,"bị căng thẳng, bị ép, bị căng",1,stress,8
3191,stretch,v,strɛtʃ,"căng ra, duỗi ra, kéo dài ra",0,stretch,7
3192,strict,adj,strikt,"nghiêm khắc, chặt chẽ,, khắt khe",1,strict,6
3193,strictly,adv,striktli,một cách nghiêm khắc,2,strictly,8
3194,strike,v,straik,"đánh, đập, bãi công, đình công",1,strike,6
3195,strike,n,straik,"cuộc bãi công, cuộc đình công",1,strike,6
3196,striking,adj,straikiɳ,"nổi bật, gây ấn tượng",2,strike,8
3197,string,n,strɪŋ,"dây, sợi dây",1,string,6
3198,strip,v,strip,"cởi, lột (quần áo)",1,strip,5
3199,strip,n,strip,sự cởi quần áo,1,strip,5
3200,stripe,n,straɪp,"sọc, vằn, viền",1,stripe,6
3201,striped,adj,straipt,"có sọc, có vằn",1,strip,7
3202,stroke,"n, v",strouk,"cú đánh, cú đòn",1,stroke,6
3203,strong,adj,"strɔŋ , strɒŋ","khỏe, mạnh, bền, vững, chắc chắ",2,strong,6
3204,strongly,adv,strɔŋli,"khỏe, chắc chắn",2,strongly,8
3205,structure,n,strʌkt∫ə,"kết cấu, cấu trúc",2,structure,9
3206,struggle,v,strʌg(ə)l,đấu tranh,2,struggle,8
3207,struggle,n,strʌg(ə)l,"cuộc đấu tranh, cuộc chiến đấu",2,struggle,8
3208,student,n,stju:dnt,sinh viên,1,student,7
3209,studio,n,´stju:diou,"xưởng phim, trường quay",3,studio,6
3210,study,n,stʌdi,"sự học tập, sự nghiên cứu",2,study,5
3211,study,v,stʌdi,"học tập, nghiên cứu",2,study,5
3212,stuff,n,stʌf,"chất liệu, chất",1,stuff,5
3213,stupid,adj,"ˈstupɪd , ˈstyupɪd","ngu ngốc, ngu đần, ngớ ngẩn",4,stupid,6
3214,style,n,stail,"phong cách, kiểu, mẫu, loại",1,style,5
3215,subject,n,ˈsʌbdʒɪkt,"chủ đề, đề tài",2,subject,7
3216,substance,n,sʌbstəns,chất liệu,2,substance,9
3217,substantial,adj,səb´stænʃəl,"thực tế, đáng kể, quan trọng",3,substantial,11
3218,substantially,adv,səb´stænʃəli,"về thực chất, về căn bản",4,substantially,13
3219,substitute,n,´sʌbsti¸tju:t,"người, vật thay thế",3,substitute,10
3220,substitute,v,´sʌbsti¸tju:t,thay thế,3,substitute,10
3221,succeed,v,sək'si:d,"nối tiếp, kế tiếp",2,succeed,7
3222,success,n,sək'si:d,"sự thành công, sự thành đạt",2,success,7
3223,successful,adj,səkˈsɛsfəl,"thành công, thắng lợi, thành đạt",2,successful,10
3224,successfully,adv,səkˈsɛsfəlli,"thành công, thắng lợi, thành đạt",3,successfully,12
3225,such,"det, pron",sʌtʃ,"như thế, như vậy, như là",1,such,4
3226,suck,v,sʌk,"bú, hút",1,suck,4
3227,sudden,adj,sʌdn,"thình lình, đột ngột",2,sudden,6
3228,suddenly,adv,sʌdnli,"thình lình, đột ngột",2,suddenly,8
3229,suf,n,stri:t,"phố, đường phố",1,suf,3
3230,suffer,v,sΛfə(r),"chịu đựng, chịu thiệt hại, đấu khổ",1,suffer,6
3231,suffering,n,sΛfəriŋ,"sự đau đớn, sự đau khổ",2,suffer,9
3232,sufficient,adj,sə'fi∫nt,"đủ, thích đáng",2,sufficient,10
3233,sufficiently,adv,sə'fiʃəntli,"đủ, thích đáng",4,sufficiently,12
3234,sugar,n,ʃugə,đường,2,sugar,5
3235,suggest,v,sə'dʤest,"đề nghị, đề xuất",2,suggest,7
3236,suggestion,n,sə'dʤestʃn,"sự đề nghị, sự đề xuất, sự khêu gợi",3,suggestion,10
3237,suit,n,su:t,"bộ com lê, trang phục",1,suit,4
3238,suit,v,su:t,"thích hợp, quen, hợp với",1,suit,4
3239,suitable,adj,´su:təbl,"hợp, phù hợp, thích hợp với",3,suitable,8
3240,suitcase,n,´su:t¸keis,va li,3,suitcase,8
3241,suited,adj,´su:tid,"hợp, phù hợp, thích hợp với",2,suit,6
3242,sum,n,sʌm,"tổng, toàn bộ",1,sum,3
3243,summary,n,ˈsʌməri,bản tóm tắt,3,summary,7
3244,summer,n,ˈsʌmər,mùa hè,2,summer,6
3245,sun,n,sʌn,mặt trời,1,sun,3
3246,Sunday,n,´sʌndi,Chủ nhật,2,Sunday,6
3247,superior,adj,su:'piəriə(r),"cao, chất lượng cao",5,superior,8
3248,supermarket,n,´su:pə¸ma:kit,siêu thị,3,supermarket,11
3249,supply,n,sə'plai,"sự cung cấp, nguồn cung cấp",2,supply,6
3250,supply,v,sə'plai,"cung cấp, đáp ứng, tiếp tế",2,supply,6
3251,support,n,sə´pɔ:t,"sự chống đỡ, sự ủng hộ",2,support,7
3252,support,v,sə´pɔ:t,"chống đỡ, ủng hộ",2,support,7
3253,supporter,n,sə´pɔ:tə,vật chống đỡ,3,supporter,9
3254,suppose,v,sə'pəƱz,"cho rằng, tin rằng, nghĩ rằng",2,suppose,7
3255,sure,"adj, adv",ʃuə,"chắc chắn, xác thực",2,sure,4
3256,surely,adv,´ʃuəli,chắc chắn,3,surely,6
3257,surface,n,ˈsɜrfɪs,"mặt, bề mặt",2,surface,7
3258,surname,n,ˈsɜrˌneɪm,họ,2,surname,7
3259,surprise,n,sə'praiz,"sự ngạc nhiên, sự bất ngờ",2,surprise,8
3260,surprise,v,sə'praiz,"làm ngạc nhiên, gây bất ngờ",2,surprise,8
3261,surprised,adj,sə:´praizd,ngạc nhiên,2,surprised,9
3262,surprising,adj,sə:´praiziη,"làm ngạc nhiên, làm bất ngờ",3,surprising,10
3263,surprisingly,adv,sə'praiziηli,"làm ngạc nhiên, làm bất ngờ",4,surprisingly,12
3264,surround,v,sə'raƱnd,"vây quanh, bao quanh",1,surround,8
3265,surrounding,adj,sə.ˈrɑʊ(n)diɳ,"sự vây quanh, sự bao quanh",4,surround,11
3266,surroundings,n,sə´raundiηz,"vùng xung quanh, môi trường xung quanh",3,surrounding,12
3267,survey,n,sə:vei,"sự nhìn chung, sự khảo sát",3,survey,6
3268,survey,v,sə:vei,"quan sát, nhìn chung, khảo sát, nghiên cứu",3,survey,6
3269,survive,v,sə'vaivə,"sống lâu hơn, tiếp tục sống, sống sót",3,survive,7
3270,suspect,v,səs´pekt,"nghi ngờ, hoài nghi",2,suspect,7
3271,suspect,n,səs´pekt,"người khả nghi, người bị tình nghi",2,suspect,7
3272,suspicion,n,səs'pi∫n,"sự nghi ngờ, sự ngờ vực",2,suspicion,9
3273,suspicious,adj,səs´piʃəs,"có sự nghi ngờ, tỏ ra nghi ngờ, khả nghi",3,suspicious,10
3274,swallow,v,swɔlou,"nuốt, nuốt chửng",2,swallow,7
3275,swear,v,sweə,"chửi rủa, nguyền rủa",1,swear,5
3276,swearing,n,sweə,"lời thề, lời nguyền rủa, lời thề hứa",1,swear,8
3277,sweat,n,swet,mồ hôi,1,sweat,5
3278,sweat,v,swet,đổ mồ hôi,1,sweat,5
3279,sweater,n,swetз,"người ra mồ hôi,, kẻ bóc lột lấo động",1,sweater,7
3280,sweep,v,swi:p,quét,1,sweep,5
3281,sweet,adj,swi:t,"ngọt, có vị ngọt",1,sweet,5
3282,sweet,n,swi:t,"sự ngọt bùi, đồ ngọt",1,sweet,5
3283,swell,v,swel,"phồng, sưng lên",1,swell,5
3284,swelling,n,´sweliη,"sự sưng lên, sự phồng ra",2,swell,8
3285,swim,v,swim,bơi lội,1,swim,4
3286,swimming,n,´swimiη,sự bơi lội,2,swim,8
3287,swing,n,swiŋ,"sự đu đưa, lúc lắc",1,swing,5
3288,swing,v,swiŋ,"đánh đu, đu đưa, lúc lắc",1,swing,5
3289,switch,n,switʃ,"công tắc, roi",1,switch,6
3290,switch,v,switʃ,"tắt, bật, đánh bằng gậy, roi",1,switch,6
3291,swollen,adj,´swoulən,"sưng phồng, phình căng",2,swollen,7
3292,symbol,n,simbl,"biểu tượng, ký hiệu",2,symbol,6
3293,sympathetic,adj,¸simpə´θetik,"đồng cảm, đáng mến, dễ thương",4,sympathetic,11
3294,sympathy,n,´simpəθi,"sự đồng cảm, sự đồng ý",3,sympathy,8
3295,system,n,sistim,"hệ thống, chế độ",2,system,6
3296,table,n,teibl,cái bàn,3,table,5
3297,tablet,n,tæblit,"tấm, bản, thẻ phiến",2,tablet,6
3298,tackle,v,tækl or 'teikl,"giải quyết, khắc phục, bàn thảo",4,tackle,6
3299,tackle,n,tækl or 'teikl,"đồ dùng, dụng cụ",4,tackle,6
3300,tail,n,teil,"đuôi, đoạn cuối",2,tail,4
3301,take,v,teik,"sự cầm nắm, sự lấy",2,take,4
3302,talk,v,tɔ:k,"nói chuyện, trò chuyện",1,talk,4
3303,talk,n,tɔ:k,"cuộc trò chuyện, cuộc thảo luận",1,talk,4
3304,tall,adj,tɔ:l,cao,1,tall,4
3305,tank,n,tæŋk,"thùng, két, bể",1,tank,4
3306,tap,v,tæp,"mở vòi, đóng vòi",1,tap,3
3307,tap,n,tæp,"vòi, khóa",1,tap,3
3308,tape,n,teip,"băng, băng ghi âm",2,tape,4
3309,target,n,ta:git,"bia, mục tiêu, đích",1,target,6
3310,task,n,tɑːsk,"nhiệm vụ, nghĩa vụ, bài tập, công tác, công việc",1,task,4
3311,taste,n,teist,"vị, vị giác",2,taste,5
3312,taste,v,teist,nếm,2,taste,5
3313,tax,n,tæks,thuế,1,tax,3
3314,tax,v,tæks,đánh thuế,1,tax,3
3315,taxi,n,tæksi,xe tắc xi,2,taxi,4
3316,tea,n,ti:,"cây chè, trà, chè",1,tea,3
3317,teach,v,ti:tʃ,dạy,1,teach,5
3318,teacher,n,ti:t∫ə,giáo viên,2,teacher,7
3319,teaching,n,ti:t∫iŋ,"sự dạy, công việc dạy học",2,teach,8
3320,team,n,ti:m,"đội, nhóm",1,team,4
3321,tear,"v, n",tiə,"xé, làm rắch",2,tear,4
3322,technical,adj,teknikl,"(thuộc) kỹ thuật, chuyên môn",3,technical,9
3323,technique,n,tek'ni:k,"kỹ sảo, kỹ thuật, phương pháp kỹ thuật",2,technique,9
3324,technology,n,tek'nɔlədʤi,"kỹ thuật học, công nghệ học",4,technology,10
3325,telephone,"n, v",´telefoun,"máy điện thoại, gọi điện thoại",3,telephone,9
3326,television,n,´televiʒn,vô tuyến truyền hình,4,television,10
3327,tell,v,tel,"nói, nói với",1,tell,4
3328,temperature,n,´tempritʃə,nhiệt độ,3,temperature,11
3329,temporarily,adv,tempзrзlti,tạm,2,temporarily,11
3330,temporary,adj,ˈtɛmpəˌrɛri,"tạm thời, nhất thời",2,temporary,9
3331,tend,v,tend,"trông nom, chăm sóc, giữ gìn, hầu hạ",1,tend,4
3332,tendency,n,ˈtɛndənsi,"xu hướng, chiều hướng, khuynh hướng",2,tendency,8
3333,tension,n,tenʃn,"sự căng, độ căng, tình trạng căng",2,tension,7
3334,tent,n,tent,"lều, rạp",1,tent,4
3335,term,n,tɜ:m,"giới hạn, kỳ hạn, khóa, kỳ học",1,term,4
3336,terrible,adj,terəbl,"khủng khiếp, ghê sợ",3,terrible,8
3337,terribly,adv,terəbli,"tồi tệ, không chịu nổi",3,terribly,8
3338,test,n,test,"bài kiểm tra, sự thử nghiệm, xét nghiệm",1,test,4
3339,test,v,test,"kiểm tra, xét nghiệm, thử nghiệm",1,test,4
3340,text,n,tɛkst,"nguyên văn, bản văn, chủ đề, đề",0,text,4
3341,than,"prep, conj",ðæn,hơn,1,than,4
3342,thank,v,θæŋk,cám ơn,1,thank,5
3343,thanks,"exclamation, n",θæŋks,"sự cảm ơn, lời cảm ơn",1,thank,6
3344,theatre,n,ˈθiətər,"rạp hát, nhà hát",3,theatre,7
3345,theme,n,θi:m,"đề tài, chủ đề",1,theme,5
