Word,POS,Pronunciation,Meaning
scream,v,skri:m,"gào thét, kêu lên"
scream,n,skri:m,"tiếng thét, tiếng kêu to"
screen,n,skrin,"màn che, màn ảnh, màn hình; phim ảnh nói chung"
screw,n,skru:,"đinh vít, đinh ốc"
screw,v,skru:,"bắt vít, bắt ốc"
sea,n,si:,biển
seal,n,si:l,hải cẩu
seal,v,si:l,săn hải cẩu
search,n,sə:t∫,"sự tìm kiếm, sự thăm dò, sự điều tra"
search,v,sə:t∫,"tìm kiếm, thăm dò, điều tra"
season,n,´si:zən,mùa
seat,n,si:t,"ghế, chỗ ngồi"
second,"det, adv, n",ˈsɛkənd,"thứ hai, ở vị trí thứ 2, thứ nhì; người về nhì"
secondary,adj,´sekəndəri,"trung học, thứ yếu"
secret,adj,si:krit,bí mật
secret,n,si:krit,điều bí mật
secretary,n,sekrətri,thư ký
secretly,adv,si:kritli,"bí mật, riêng tư"
section,n,sekʃn,"mục, phần"
sector,n,ˈsɛktər,"khu vực, lĩnh vực"
secure,adj,si'kjuə,"chắc chắn, đảm bảo"
secure,v,si'kjuə,"bảo đảm, giữ an ninh"
security,n,siˈkiuəriti,"sự an toàn, sự an ninh"
see,v,si:,"nhìn, nhìn thấy, quan sát"
seed,n,sid,"hạt, hạt giống"
seek,v,si:k,"tìm, tìm kiếm, theo đuổi"
seem linking,v,si:m,"có vẻ như, dường như"
select,v,si´lekt,"chọn lựa, chọn lọc"
selection,n,si'lekʃn,"sự lựa chọn, sự chọc lọc"
self,n,self,bản thân mình
self-,combiningform,self,"tự bản thân mình, cái tôi"
sell,v,sel,bán
senate,n,´senit,"thượng nghi viện, ban giám hiệu"
senator,n,ˈsɛnətər,thượng nghị sĩ
send,v,send,"gửi, phái đi"
senior,"adj, n",si:niə,"cuối trường trung học, cấo đẳng"
sense,n,sens,"giác quan, tri giác, cảm giác"
sensible,adj,sensəbl,"có óc xét đoán; hiểu, nhận biết được"
sensitive,adj,sensitiv,"dễ bị thương, dễ bị hỏng; dễ bị xúc phạm"
sentence,n,sentəns,câu
separate,adj,seprət,"khác nhau, riêng biệt"
separate,v,seprət,"làm rời, tác ra, chia tay"
separated,adj,seprətid,ly thân
separately,adv,seprətli,"không cùng nhau, thành người riêng, vật riêng"
separation,n,¸sepə´reiʃən,"sự chia cắt, phân ly, sự chia tay, l thân"
September,n,sep´tembə,tháng 9
series,n,ˈsɪəriz,"loạt, dãy, chuỗi"
serious,adj,siəriəs,"đứng đắn, nghiêm trang"
seriously,adv,siəriəsli,"đứng đắn, nghiêm trang"
servant,n,sə:vənt,"người hầu, đầy tớ"
serve,v,sɜ:v,"phục vụ, phụng sự"
service,n,sə:vis,"sự phục vụ, sự hầu hạ"
session,n,seʃn,"buổi họp, phiên họp, buổi, phiên"
set,n,set,"bộ, bọn, đám, lũ"
set,v,set,"đặt để, bố trí"
settle,v,ˈsɛtl,"giải quyết, dàn xếp, hòa giải, đặt, bố trí"
several,"det, pron",sevrəl,vài
severe,adj,səˈvɪər,"khắt khe, gay gắt (thái độ, cư xử); giản dị, mộc mạc (kiểu cách, trang phục, dung nhan)"
severely,adv,sə´virli,"khắt khe, gay gắt (thái độ, cư xử); giản dị, mộc mạc (kiểu cách, trang phục, dung nhan)"
sew,v,soʊ,"may, khâu"
sewing,n,´souiη,"sự khâu, sự may vá"
sex,n,seks,"giới, giống"
sexual,adj,seksjuəl,"giới tính, các vấn đề sinh lý"
sexually,adv,sekSJli,"giới tính, các vấn đề sinh lý"
shade,n,ʃeid,"bóng, bóng tối"
shadow,n,ˈʃædəu,"bóng, bóng tối, bóng râm, bóng mát"
shake,v,ʃeik,"rung, lắc, giũ"
shake,n,ʃeik,"sự rung, sự lắc, sự giũ"
shall,"v, modal",ʃæl,dự đoán tương lai: sẽ
shallow,adj,ʃælou,"nông, cạn"
shame,n,ʃeɪm,"sự xấu hổ, thẹn thùng, sự ngượng"
shape,"n, v",ʃeip,"hình, hình dạng, hình thù"
shaped,adj,ʃeipt,có hình dáng được chỉ rõ
share,v,ʃeə,"đóng góp, tham gia, chia sẻ"
share,n,ʃeə,"phần đóng góp, phần tham gia, phần chia sẻ"
sharp,adj,ʃɑrp,"sắc, nhọn, bén"
sharply,adv,ʃɑrpli,"sắc, nhọn, bén"
shave,v,ʃeiv,"cạo (râu), bào, đẽo (gỗ)"
she,"n, pro",ʃi:,"nó, bà ấy, chị ấy, cô ấy..."
sheep,n,ʃi:p,con cừu
sheet,n,ʃi:t,"chăn, khăn trải giường; lá, tấm, phiến, tờ"
shelf,n,ʃɛlf,"kệ, ngăn, giá"
shell,n,ʃɛl,"vỏ, mai; vẻ bề ngoài"
shelter,n,ʃeltə,"sự nương tựa, sự che chở, sự ẩn náu"
shelter,v,ʃeltə,"che chở, bảo vệ"
shift,v,ʃift,"đổi chỗ, dời chỗ, chuyển, giao"
shift,n,ʃift,"sự thấy đổi, sự luân phiên"
shine,v,ʃain,"chiếu sáng, tỏa sáng"
shiny,adj,∫aini,"sáng chói, bóng"
ship,n,ʃɪp,"tàu, tàu thủy"
shirt,n,ʃɜːt,áo sơ mi
shock,n,Sok,"sự đụng chạm, va chạm, sự kích động, sự choáng"
shock,v,Sok,"chạm mạnh, va mạnh, gây sốc"
shocked,adj,Sok,"bị kích động, bị va chạm, bị sốc"
shocking,adj,´ʃɔkiη,"gây ra căm phẫn, tồi tệ, gây kích động"
shoe,n,ʃu:,giày
shoot,v,ʃut,"vụt qua, chạy qua, ném, phóng, bắn; đâm ra, trồi ra"
shooting,n,∫u:tiη,"sự bắn, sự phóng đi"
shop,n,ʃɔp,cửa hàng
shop,v,ʃɔp,"đi mua hàng, đi chợ"
shopping,n,ʃɔpiɳ,sự mua sắm
short,adj,ʃɔ:t,"ngắn, cụt"
shortly,adv,´ʃɔ:tli,"trong thời gian ngắn, sớm"
shot,n,ʃɔt,"đạn, viên đạn"
should,"v, modal","ʃud, ʃəd, ʃd",nên
shoulder,n,ʃouldə,vai
shout,v,ʃaʊt,"hò hét, reo hò"
shout,n,ʃaʊt,"sự la hét, sự hò reo"
show,v,ʃou,"biểu diễn, trưng bày"
show,n,ʃou,sự biểu diễn sự bày tỏ
shower,n,´ʃouə,"vòi hoa sen, sự tắm vòi hoa sen"
shut,v,ʃʌt,"đóng, khép, đậy"
shut,adj,ʃʌt,tính khép kín
shy,adj,ʃaɪ,"nhút nhát, e thẹn"
sick,adj,sick,"ốm, đau, bệnh"
side,n,said,"mặt, mặt phẳng"
side,n,sait,"chỗ, vị trí"
sideways,adj,´saidwə:dz,"ngang, từ một bên"
sideways,adv,´saidwə:dz,sang bên
sight,n,sait,cảnh đẹp; sự nhìn
sign,n,sain,"dấu, dấu hiệu, kí hiệu"
sign,v,sain,"đánh dấu, viết ký hiệu"
signal,n,signəl,"dấu hiệu, tín hiệu"
signal,v,signəl,"ra hiệu, báo hiệu"
signature,n,"ˈsɪgnətʃər , ˈsɪgnəˌtʃʊər",chữ ký
significant,adj,sɪgˈnɪfɪkənt,"nhiều ý nghĩa, quan trọng"
significantly,adv,sig'nifikəntli,đáng kể
silence,n,ˈsaɪləns,"sự im lặng, sự yên tĩnh"
silent,adj,ˈsaɪlənt,"im lặng, yên tĩnh"
silk,n,silk,"tơ, chỉ, lụa"
silly,adj,´sili,"ngớ ngẩn, ngu ngốc, khờ dại"
silver,n,silvə,"bạc, đồng bạc"
silver,adj,silvə,"làm bằng bạc, trắng như bạc"
similar,adj,´similə,"giống như, tương tự như"
similarly,adv,´similəli,"tương tự, giống nhau"
simple,adj,simpl,"đơn, đơn giản, dễ dàng"
simply,adv,´simpli,"một cách dễ dàng, giản dị"
since,"prep, conj, adv",sins,"từ, từ khi, từ lúc đó; từ đó, từ lúc ấy"
sincere,adj,sin´siə,"thật thà, thẳng thắng, chân thành"
sincerely,adv,sin'siəli,một cách chân thành
sing,v,siɳ,"hát, ca hát"
singer,n,´siηə,ca sĩ
singing,n,´siηiη,"sự hát, tiếng hát"
single,adj,siɳgl,"đơn, đơn độc, đơn lẻ"
sink,v,sɪŋk,"chìm, lún, đắm"
sir,n,sə:,"xưng hô lịch sự Ngài, Ông"
sister,n,sistə,"chị, em gái"
sit,v,sit,ngồi. sit down: ngồi xuống
situation,n,",sit∫u'ei∫n","hoàn cảnh, địa thế, vị trí"
size,n,saiz,cỡ. đã được định cỡ
skilful,adj,´skilful,"tài giỏi, khéo tay"
skilfully,adv,´skilfulli,"tài giỏi, khéo tay"
skill,n,skil,"kỹ năng, kỹ sảo"
skilled,adj,skild,"có kỹ năng, có kỹ sảo, khẻo tay; có kinh nghiệm,, lành nghề"
skin,n,skin,"da, vỏ"
skirt,n,skɜːrt,"váy, đầm"
sky,n,skaɪ,"trời, bầu trời"
sleep,v,sli:p,ngủ
sleep,n,sli:p,giấc ngủ
sleeve,n,sli:v,"tay áo, ống tay"
slice,n,slais,"miếng, lát mỏng"
slice,v,slais,"cắt ra thành miếng mỏng, lát mỏng"
slide,v,slaid,"trượtc, chuyển động nhẹ, lướt qua"
slight,adj,slait,"mỏng manh, thon, gầy"
slightly,adv,slaitli,"mảnh khảnh, mỏng manh, yếu ớt"
slip,v,slip,"trượt, tuột, trôi qua, chạy qua"
slope,n,sloup,"dốc, đường dốc, độ dốc"
slope,v,sloup,"nghiêng, dốc"
slow,adj,slou,"chậm, chậm chạp"
slowly,adv,slouli,"một cách chậm chạp, chậm dần"
small,adj,smɔ:l,"nhỏ, bé"
smart,adj,sma:t,"mạnh, ác liệt, khéo léo, khôn khéo"
smash,v,smæʃ,"đập, vỡ tan thành mảnh"
smash,n,smæʃ,"sự đập, vỡ tàn thành mảnh"
smell,v,smɛl,ngửi
smell,n,smɛl,"sự ngửi, khứu giác"
smile,v,smail,"cười, mỉm cười"
smile,n,smail,"nụ cười, vẻ tươi cười"
smoke,n,smouk,"khói, hơi thuốc"
smoke,v,smouk,"hút thuốc, bốc khói, hơi"
smoking,n,smoukiη,sự hút thuốc
smooth,adj,smu:ð,"nhẵn, trơn, mượt mà"
smoothly,adv,smu:ðli,"một cách êm ả, trôi chảy"
snake,n,sneik,"con rắn; người nham hiểm, xảo tr"
snow,n,snou,tuyết
snow,v,snou,tuyết rơi
so,adv,sou,"như vậy, như thế"
so,conj,sou,"vì thế, vì vậy, vì thế cho nên so thất để, để cho, để mà"
soap,n,soup,xà phòng
social,adj,sou∫l,có tính xã hội
socially,adv,´souʃəli,có tính xã hội
society,n,sə'saiəti,xã hội
sock,n,sɔk,"tất ngắn, miếng lót giày"
soft,adj,sɔft,"mềm, dẻo"
softly,adv,sɔftli,một cách mềm dẻo
software,n,sɔfweз,phần mềm (m.tính)
soil,n,sɔɪl,đất trồng; vết bẩn
soldier,n,souldʤə,"lính, quân nhân"
solid,adj,sɔlid,rắn
solid,n,sɔlid,"thể rắn, chất rắn"
solution,n,sə'lu:ʃn,"sự giải quyết, giải pháp"
solve,v,sɔlv,"giải, giải thích, giải quyết"
some,"det, pron",sʌm,"một it, một vài"
somebody,pron,sʌmbədi,người nào đó
someone,pron,sʌmbədi,người nào đó
somehow,adv,´sʌm¸hau,"không biết làm sao, bằng cách này hay cách khác"
something,pron,sʌmθiɳ,"một điều gì đó, một việc gì đó, mộ cái gì đó"
sometimes,adv,´sʌm¸taimz,"thỉnh thoảng, đôi khi"
somewhat,adv,´sʌm¸wɔt,"đến mức độ nào đó, hơi, một chút"
somewhere,adv,sʌmweə,nơi nào đó. đâu đó
son,n,sʌn,con trai
song,n,sɔɳ,bài hát
soon,adv,su:n,"sớm, chẳng bao lâu nữa. as soon as ngay khi"
sore,adj,"sɔr , soʊr","đau, nhức"
sorry,adj,sɔri,"xin lỗi, lấy làm tiếc, lấy làm buồn"
sort,n,sɔ:t,"thứ, hạng loại"
sort,v,sɔ:t,"lựa chọn, sắp xếp, phân loại"
soul,n,soʊl,"tâm hồn, tâm trí, linh hồn"
sound,n,sound,âm thanh
sound,v,sound,nghe
soup,n,su:p,"xúp, canh, cháo"
sour,adj,sauə,"chua, có vị giấm"
source,n,sɔ:s,nguồn
south,n,sauθ,"phương Nam, hướng Nam"
south,adj,sauθ,ở phía Nam
south,adv,sauθ,hướng về phía Nam
southern,adj,´sʌðən,thuộc phương Nam
space,n,speis,"khoảng trống, khoảng cách, không gian"
spare,adj,speə,"thưa thãi, dự trữ, rộng rãi"
spare,n,speə,"đồ dự trữ, đồ dự phòng"
speak,v,spi:k,nói
speaker,n,ˈspikər,"người nói, người diễn thuyết"
special,adj,speʃəl,"đặc biệt, riêng biệt"
specialist,n,spesʃlist,"chuyên gia, chuyên viên"
specially,adv,´speʃəli,"đặc biệt, riêng biệt"
specific,adj,spi'sifik,"đặc trưng, riêng biệt"
specifically,adv,spi'sifikəli,"đặc trưng, riêng biệt"
speech,n,spi:tʃ,"sự nói, khả năng nói, lời nói, cách nói, bài nói"
speed,n,spi:d,"tốc độ, vận tốc"
spell,v,spel,đánh vần
spell,n,spel,"sự thu hút, sự quyến rũ say mê"
spelling,n,´speliη,sự viết chính tả
spend,v,spɛnd,"tiêu, xài"
spice,n,spais,gia vị
spicy,adj,´spaisi,có gia vị
spider,n,´spaidə,con nhện
spin,v,spin,"quay, quay tròn"
spirit,n,ˈspɪrɪt,"tinh thần, tâm hồn, linh hồn"
spiritual,adj,spiritjuəl,"(thuộc) tinh thần, linh hồn"
spite,n,spait,"sự giận, sự hận thù; in spite of: mặc dù, bất chấp"
split,v,split,"chẻ, tách, chia ra"
split,n,split,"sự chẻ, sự tách sự chia ra"
spoil,v,spɔil,"cướp, cướp đọat"
spoken,adj,spoukn,nói theo 1 cách nào đó
spoon,n,spu:n,cái thìa
sport,n,spɔ:t,thể thao
spot,n,spɔt,"dấu, đốm, vết"
spray,n,spreɪ,"máy, ống, bình phụt, bơm, phun"
spray,v,spreɪ,"bơm, phun, xịt"
spread,v,spred,"trải, căng ra, bày ra; truyền bá"
spring,n,sprɪŋ,mùa xuân
square,adj,skweə,"vuông, vuông vắn"
square,n,skweə,"dạng hình vuông, hình vuông"
squeeze,v,skwi:z,"ép, vắt, xiết"
squeeze,n,skwi:z,"sự ép, sự vắt, sự xiết"
stable,adj,steibl,"ổn định, bình tĩnh, vững vàng"
stable,n,steibl,chuồng ngựa
staff,n,sta:f,gậy
stage,n,steɪdʒ,"tầng, bệ, sân khấu, giai đoạn"
stair,n,steə,bậc thang
stamp,n,stæmp,tem
stamp,v,stæmp,dán tem
stand,"v, n",stænd,"đứng, sự đứng. stand up: đứng đậy"
standard,n,stændəd,"tiêu chuẩn, chuẩn, mãu"
standard,adj,stændəd,"làm tiêu chuẩn, phù hợp với tiêu chuẩn"
star,"n, v",stɑ:,"ngôi sao, dán sao, trang trí hình sao, đánh dấu sao"
stare,v,steə(r),nhìm chằm chằm
stare,n,steə(r),sự nhìn chằm chằm
start,v,stɑ:t,"bắt đầu, khởi động"
start,n,stɑ:t,"sự bắt đầu, s khởi đầu, khởi hành"
state,"n, adj, v",steit,"nước; phát biểu, tuyên bố"
statement,n,steitmənt,"sự bày tỏ, sự phát biểu; sự tuyên bố, sự trình bày"
station,n,steiʃn,"trạm, điểm, đồn"
statue,n,stæt∫u:,tượng
status,n,"ˈsteɪtəs , ˈstætəs",tình trạng
stay,v,stei,"ở lại, lưu lại"
stay,n,stei,"sự ở lại, sự lưu lại"
steadily,adv,stedili,"vững chắc, vững vàng, kiên định"
steady,adj,stedi,"vững chắc, vững vàng, kiến định"
steal,v,sti:l,"ăn cắp, ăn trộm"
steam,n,stim,hơi nước
steel,n,sti:l,"thép, ngành thép"
steep,adj,sti:p,"dốc, dốc đứng"
steeply,adv,sti:pli,"dốc, cheo leo"
steer,v,stiə,"lái (tàu, ô tô...)"
step,n,step,bước
step,v,step,"bước, bước đi"
stick,v,stick,"đâm, thọc, chọc, cắm, dính"
stick,n,stick,"cái gậy, qua củi, cán"
stick out,v,stick,"đòi, đạt được cái gì"
stick for,v,stick,"đòi, đạt được cái gì"
sticky,adj,stiki,"dính; sánh; bầy nhầy, nhớp nháp"
stiff,adj,stif,"cứng, cứng rắn, kiên quyết"
stiffly,adv,stifli,"cứng, cứng rắn, kiên quyết"
still,adv,stil,đứng yên
still,adj,stil,"vẫn, vẫn còn"
sting,"v, n",stiɳ,"châm, chích, đốt; ngòi, vòi (ong, muỗi), nọc (rắn); sự châm, chích.."
stir,v,stə:,"khuấy, đảo"
stock,n,stə:,"kho sự trữ, hàng dự trữ, vốn"
stomach,n,ˈstʌmək,dạ dày
stone,n,stoun,đá
stop,v,stɔp,"dừng, ngưng, nghỉ, thôi"
stop,n,stɔp,"sự dừng, sự ngưng, sự đỗ lại"
store,n,stɔ:,"cửa hàng, kho hàng"
store,v,stɔ:,"tích trữ, cho vào kho"
storm,n,stɔ:m,"cơn giông, b~o"
story,n,stɔ:ri,"chuyện, câu chuyện"
stove,n,stouv,"bếp lò, lò sưởi"
straight,"adv, adj",streɪt,"thẳng, không cong"
strain,n,strein,"sự căng thẳng, sự căng"
strange,adj,streindʤ,"xa lạ, chưa quen"
strangely,adv,streindʤli,"lạ, xa lạ, chưa quen"
stranger,n,streinʤə,người lạ
strategy,n,strætəʤɪ,chiến lược
stream,n,stri:m,dòng suối
strength,n,streɳθ,"sức mạnh, sức khỏe"
stress,n,streɳθ,sự căng thẳng
stress,v,streɳθ,"căng thẳng, ép, làm căng"
stressed,adj,strest,"bị căng thẳng, bị ép, bị căng"
stretch,v,strɛtʃ,"căng ra, duỗi ra, kéo dài ra"
strict,adj,strikt,"nghiêm khắc, chặt chẽ,, khắt khe"
strictly,adv,striktli,một cách nghiêm khắc
strike,v,straik,"đánh, đập, bãi công, đình công"
strike,n,straik,"cuộc bãi công, cuộc đình công"
striking,adj,straikiɳ,"nổi bật, gây ấn tượng"
string,n,strɪŋ,"dây, sợi dây"
strip,v,strip,"cởi, lột (quần áo)"
strip,n,strip,sự cởi quần áo
stripe,n,straɪp,"sọc, vằn, viền"
striped,adj,straipt,"có sọc, có vằn"
stroke,"n, v",strouk,"cú đánh, cú đòn; cái vuốt ve, sự vuốt ve; vuốt ve"
strong,adj,"strɔŋ , strɒŋ","khỏe, mạnh, bền, vững, chắc chắ"
strongly,adv,strɔŋli,"khỏe, chắc chắn"
structure,n,strʌkt∫ə,"kết cấu, cấu trúc"
struggle,v,strʌg(ə)l,đấu tranh
struggle,n,strʌg(ə)l,"cuộc đấu tranh, cuộc chiến đấu"
student,n,stju:dnt,sinh viên
studio,n,´stju:diou,"xưởng phim, trường quay; phòng thu"
study,n,stʌdi,"sự học tập, sự nghiên cứu"
study,v,stʌdi,"học tập, nghiên cứu"
stuff,n,stʌf,"chất liệu, chất"
stupid,adj,"ˈstupɪd , ˈstyupɪd","ngu ngốc, ngu đần, ngớ ngẩn"
style,n,stail,"phong cách, kiểu, mẫu, loại"
subject,n,ˈsʌbdʒɪkt,"chủ đề, đề tài; chủ ngữ"
substance,n,sʌbstəns,chất liệu; bản chất; nội dung
substantial,adj,səb´stænʃəl,"thực tế, đáng kể, quan trọng"
substantially,adv,səb´stænʃəli,"về thực chất, về căn bản"
substitute,n,´sʌbsti¸tju:t,"người, vật thay thế"
substitute,v,´sʌbsti¸tju:t,thay thế
succeed,v,sək'si:d,"nối tiếp, kế tiếp; kế nghiệp, kế vị"
success,n,sək'si:d,"sự thành công, sự thành đạt"
successful,adj,səkˈsɛsfəl,"thành công, thắng lợi, thành đạt"
successfully,adv,səkˈsɛsfəlli,"thành công, thắng lợi, thành đạt"
such,"det, pron",sʌtʃ,"như thế, như vậy, như là. such as đến nỗi, đến mức"
suck,v,sʌk,"bú, hút; hấp thụ, tiếp thu"
sudden,adj,sʌdn,"thình lình, đột ngột"
suddenly,adv,sʌdnli,"thình lình, đột ngột"
suf,n,stri:t,"phố, đường phố"
suffer,v,sΛfə(r),"chịu đựng, chịu thiệt hại, đấu khổ"
suffering,n,sΛfəriŋ,"sự đau đớn, sự đau khổ"
sufficient,adj,sə'fi∫nt,"(+ for) đủ, thích đáng"
sufficiently,adv,sə'fiʃəntli,"đủ, thích đáng"
sugar,n,ʃugə,đường
suggest,v,sə'dʤest,"đề nghị, đề xuất; gợi"
suggestion,n,sə'dʤestʃn,"sự đề nghị, sự đề xuất, sự khêu gợi"
suit,n,su:t,"bộ com lê, trang phục"
suit,v,su:t,"thích hợp, quen, hợp với"
suitable,adj,´su:təbl,"hợp, phù hợp, thích hợp với"
suitcase,n,´su:t¸keis,va li
suited,adj,´su:tid,"hợp, phù hợp, thích hợp với"
sum,n,sʌm,"tổng, toàn bộ"
summary,n,ˈsʌməri,bản tóm tắt
summer,n,ˈsʌmər,mùa hè
sun,n,sʌn,mặt trời
Sunday,n,´sʌndi,Chủ nhật
superior,adj,su:'piəriə(r),"cao, chất lượng cao"
supermarket,n,´su:pə¸ma:kit,siêu thị
supply,n,sə'plai,"sự cung cấp, nguồn cung cấp"
supply,v,sə'plai,"cung cấp, đáp ứng, tiếp tế"
support,n,sə´pɔ:t,"sự chống đỡ, sự ủng hộ"
support,v,sə´pɔ:t,"chống đỡ, ủng hộ"
supporter,n,sə´pɔ:tə,"vật chống đỡ; người cổ vũ, người ủng hộ"
suppose,v,sə'pəƱz,"cho rằng, tin rằng, nghĩ rằng"
sure,"adj, adv",ʃuə,"chắc chắn, xác thực. make sure chắc chắn, làm cho chắc chắn"
surely,adv,´ʃuəli,chắc chắn
surface,n,ˈsɜrfɪs,"mặt, bề mặt"
surname,n,ˈsɜrˌneɪm,họ
surprise,n,sə'praiz,"sự ngạc nhiên, sự bất ngờ"
surprise,v,sə'praiz,"làm ngạc nhiên, gây bất ngờ"
surprised,adj,sə:´praizd,ngạc nhiên (+ at)
surprising,adj,sə:´praiziη,"làm ngạc nhiên, làm bất ngờ"
surprisingly,adv,sə'praiziηli,"làm ngạc nhiên, làm bất ngờ"
surround,v,sə'raƱnd,"vây quanh, bao quanh"
surrounding,adj,sə.ˈrɑʊ(n)diɳ,"sự vây quanh, sự bao quanh"
surroundings,n,sə´raundiηz,"vùng xung quanh, môi trường xung quanh"
survey,n,sə:vei,"sự nhìn chung, sự khảo sát"
survey,v,sə:vei,"quan sát, nhìn chung, khảo sát, nghiên cứu"
survive,v,sə'vaivə,"sống lâu hơn, tiếp tục sống, sống sót"
suspect,v,səs´pekt,"nghi ngờ, hoài nghi"
suspect,n,səs´pekt,"người khả nghi, người bị tình nghi"
suspicion,n,səs'pi∫n,"sự nghi ngờ, sự ngờ vực"
suspicious,adj,səs´piʃəs,"có sự nghi ngờ, tỏ ra nghi ngờ, khả nghi"
swallow,v,swɔlou,"nuốt, nuốt chửng"
swear,v,sweə,"chửi rủa, nguyền rủa; thề, hứa"
swearing,n,sweə,"lời thề, lời nguyền rủa, lời thề hứa"
sweat,n,swet,mồ hôi
sweat,v,swet,đổ mồ hôi
sweater,n,swetз,"người ra mồ hôi,, kẻ bóc lột lấo động"
sweep,v,swi:p,quét
sweet,adj,swi:t,"ngọt, có vị ngọt"
sweet,n,swi:t,"sự ngọt bùi, đồ ngọt"
swell,v,swel,"phồng, sưng lên"
swelling,n,´sweliη,"sự sưng lên, sự phồng ra"
swim,v,swim,bơi lội
swimming,n,´swimiη,sự bơi lội
swimming pool,n,´swimiη,bể nước
swing,n,swiŋ,"sự đu đưa, lúc lắc"
swing,v,swiŋ,"đánh đu, đu đưa, lúc lắc"
switch,n,switʃ,"công tắc, roi"
switch,v,switʃ,"tắt, bật, đánh bằng gậy, roi. switch sth off ngắt điện. switch sth on bật điện"
swollen,adj,´swoulən,"sưng phồng, phình căng"
swollen swell,v,"´swoulən, swel","phồng lên, sưng lên"
symbol,n,simbl,"biểu tượng, ký hiệu"
sympathetic,adj,¸simpə´θetik,"đồng cảm, đáng mến, dễ thương"
sympathy,n,´simpəθi,"sự đồng cảm, sự đồng ý"
system,n,sistim,"hệ thống, chế độ"
table,n,teibl,cái bàn
tablet,n,tæblit,"tấm, bản, thẻ phiến"
tackle,v,tækl or 'teikl,"giải quyết, khắc phục, bàn thảo"
tackle,n,tækl or 'teikl,"đồ dùng, dụng cụ"
tail,n,teil,"đuôi, đoạn cuối"
take,v,teik,"sự cầm nắm, sự lấy. take sth off: cởi, bỏ cái gì, lấy đi cái gì"
take care of,v,teik,"sự giữ gìn. care for trông nom, chăm sóc"
take part in,v,teik,tham gia (vào)
take sth over,v,teik,"chở, chuyển cái gì; tiếp quản, kế tục cái gì"
talk,v,tɔ:k,"nói chuyện, trò chuyện"
talk,n,tɔ:k,"cuộc trò chuyện, cuộc thảo luận"
tall,adj,tɔ:l,cao
tank,n,tæŋk,"thùng, két, bể"
tap,v,tæp,"mở vòi, đóng vòi"
tap,n,tæp,"vòi, khóa"
tape,n,teip,"băng, băng ghi âm; dải, dây"
target,n,ta:git,"bia, mục tiêu, đích"
task,n,tɑːsk,"nhiệm vụ, nghĩa vụ, bài tập, công tác, công việc"
taste,n,teist,"vị, vị giác"
taste,v,teist,nếm
tax,n,tæks,thuế
tax,v,tæks,đánh thuế
taxi,n,tæksi,xe tắc xi
tea,n,ti:,"cây chè, trà, chè"
teach,v,ti:tʃ,dạy
teacher,n,ti:t∫ə,giáo viên
teaching,n,ti:t∫iŋ,"sự dạy, công việc dạy học"
team,n,ti:m,"đội, nhóm"
tear,"v, n",tiə,"xé, làm rắch; chỗ rách, miếng xe; nước mắt"
technical,adj,teknikl,"(thuộc) kỹ thuật, chuyên môn"
technique,n,tek'ni:k,"kỹ sảo, kỹ thuật, phương pháp kỹ thuật"
technology,n,tek'nɔlədʤi,"kỹ thuật học, công nghệ học"
telephone (phone),"n, v",´telefoun,"máy điện thoại, gọi điện thoại"
television (TV),n,´televiʒn,vô tuyến truyền hình
tell,v,tel,"nói, nói với"
temperature,n,´tempritʃə,nhiệt độ
temporarily,adv,tempзrзlti,tạm
temporary,adj,ˈtɛmpəˌrɛri,"tạm thời, nhất thời"
tend,v,tend,"trông nom, chăm sóc, giữ gìn, hầu hạ"
tendency,n,ˈtɛndənsi,"xu hướng, chiều hướng, khuynh hướng"
tension,n,tenʃn,"sự căng, độ căng, tình trạng căng"
tent,n,tent,"lều, rạp"
term,n,tɜ:m,"giới hạn, kỳ hạn, khóa, kỳ học"
terrible,adj,terəbl,"khủng khiếp, ghê sợ"
terribly,adv,terəbli,"tồi tệ, không chịu nổi"
test,n,test,"bài kiểm tra, sự thử nghiệm, xét nghiệm"
test,v,test,"kiểm tra, xét nghiệm, thử nghiệm"
text,n,tɛkst,"nguyên văn, bản văn, chủ đề, đề"
than,"prep, conj",ðæn,hơn
thank,v,θæŋk,cám ơn
thank you,"exclamation, n",θæŋk,"cảm ơn bạn (ông bà, anh chị...)"
thanks,"exclamation, n",θæŋks,"sự cảm ơn, lời cảm ơn"
that,"pron, conj, det",ðæt,"người ấy, đó, vật ấy, đó; rằng, là"
the,det,"ði:, ði, ðз","cái, con, người, ấy này...."
theatre,n,ˈθiətər,"rạp hát, nhà hát"
their,det,ðea(r),"của chúng, của chúng nó, của họ"
theirs,"n, pro",ðeəz,"của chúng, của chúng nó, của họ"
them,"n, pro",ðem,"chúng, chúng nó, họ"
theme,n,θi:m,"đề tài, chủ đề"
themselves,"n, pro",ðəm'selvz,"tự chúng, tự họ, tự"
then,adv,ðen,"khi đó, lúc đó, tiếp đó"
theory,n,θiəri,"lý thuyết, học thuyết"
there,adv,ðeз,"ở nơi đó, tại nơi đó"
therefore,adv,ðeəfɔ:(r),"bởi vậy, cho nên, vì thế"
they,n,ðei,"chúng, chúng nó, họ"
they,pro,ðei,những cái ấ
thick,adj,θik,dày; đậm
thickly,adv,θikli,dày; dày đặc; thành lớp dày
thickness,n,´θiknis,"tính chất dày, độ dày, bề dày"
thief,n,θi:f,"kẻ trộm, kẻ cắp"
